,game,model,experiment,episode,metric,value
200,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Aborted,0.0
201,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Main Score,99.23
202,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Final Score (%),99.23
203,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Turns Used,1.0
204,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Success,1.0
205,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Lose,0.0
206,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Aborted,0.0
207,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Main Score,98.46
208,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Final Score (%),98.46
209,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Turns Used,2.0
210,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Success,0.0
211,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Lose,1.0
212,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Aborted,0.0
213,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Main Score,0.0
214,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Final Score (%),0.0
215,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Turns Used,2.0
216,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Success,1.0
217,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Lose,0.0
218,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Aborted,0.0
219,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Main Score,99.23
220,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Final Score (%),99.23
221,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Turns Used,1.0
222,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Success,1.0
223,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Lose,0.0
224,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Aborted,0.0
225,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Main Score,99.23
226,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Final Score (%),99.23
227,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Turns Used,1.0
228,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Success,0.0
229,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Lose,1.0
230,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Aborted,0.0
231,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Main Score,0.0
232,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Final Score (%),0.0
233,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Turns Used,2.0
234,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Success,0.0
235,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Lose,1.0
236,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Aborted,0.0
237,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Main Score,0.0
238,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Final Score (%),0.0
239,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Turns Used,2.0
240,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Success,1.0
241,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Lose,0.0
242,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Aborted,0.0
243,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Main Score,99.23
244,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Final Score (%),99.23
245,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Turns Used,1.0
246,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Success,1.0
247,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Lose,0.0
248,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Aborted,0.0
249,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Main Score,99.23
250,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Final Score (%),99.23
251,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Turns Used,1.0
252,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Success,0.0
253,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Lose,1.0
254,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Aborted,0.0
255,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Main Score,0.0
256,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Final Score (%),0.0
257,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Turns Used,2.0
258,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Success,0.0
259,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Lose,1.0
260,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Aborted,0.0
261,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Main Score,0.0
262,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Final Score (%),0.0
263,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Turns Used,2.0
264,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Success,1.0
265,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Lose,0.0
266,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Aborted,0.0
267,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Main Score,99.23
268,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Final Score (%),99.23
269,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Turns Used,1.0
270,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Success,1.0
271,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Lose,0.0
272,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Aborted,0.0
273,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Main Score,99.23
274,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Final Score (%),99.23
275,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Turns Used,1.0
276,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Success,1.0
277,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Lose,0.0
278,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Aborted,0.0
279,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Main Score,99.23
280,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Final Score (%),99.23
281,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Turns Used,1.0
282,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Success,1.0
283,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Lose,0.0
284,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Aborted,0.0
285,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Main Score,99.23
286,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Final Score (%),99.23
287,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Turns Used,1.0
288,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Success,1.0
289,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Lose,0.0
290,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Aborted,0.0
291,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Main Score,98.46
292,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Final Score (%),98.46
293,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Turns Used,2.0
294,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Success,0.0
295,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Lose,1.0
296,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Aborted,0.0
297,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Main Score,0.0
298,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Final Score (%),0.0
299,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Turns Used,2.0
300,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Success,1.0
301,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Lose,0.0
302,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Aborted,0.0
303,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Main Score,99.23
304,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Final Score (%),99.23
305,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Turns Used,1.0
306,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Success,1.0
307,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Lose,0.0
308,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Aborted,0.0
309,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Main Score,99.23
310,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Final Score (%),99.23
311,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Turns Used,1.0
312,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Success,0.0
313,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Lose,1.0
314,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Aborted,0.0
315,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Main Score,0.0
316,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Final Score (%),0.0
317,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Turns Used,2.0
318,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Success,0.0
319,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Lose,1.0
320,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Aborted,0.0
321,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Main Score,0.0
322,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Final Score (%),0.0
323,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Turns Used,2.0
324,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Success,0.0
325,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Lose,1.0
326,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Aborted,0.0
327,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Main Score,0.0
328,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Final Score (%),0.0
329,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Turns Used,2.0
330,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Success,1.0
331,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Lose,0.0
332,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Aborted,0.0
333,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Main Score,99.23
334,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Final Score (%),99.23
335,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Turns Used,1.0
336,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Success,1.0
337,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Lose,0.0
338,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Aborted,0.0
339,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Main Score,98.46
340,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Final Score (%),98.46
341,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Turns Used,2.0
342,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Success,0.0
343,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Lose,1.0
344,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Aborted,0.0
345,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Main Score,0.0
346,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Final Score (%),0.0
347,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Turns Used,2.0
348,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Success,0.0
349,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Lose,1.0
350,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Aborted,0.0
351,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Main Score,0.0
352,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Final Score (%),0.0
353,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Turns Used,2.0
354,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Success,0.0
355,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Lose,1.0
356,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Aborted,0.0
357,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Main Score,0.0
358,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Final Score (%),0.0
359,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Turns Used,2.0
360,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Played,1.0
361,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Played,1.0
362,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Played,1.0
363,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Played,1.0
364,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Played,1.0
365,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Played,1.0
366,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Played,1.0
367,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Played,1.0
368,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Played,1.0
369,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Played,1.0
370,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Played,1.0
371,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Played,1.0
372,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Played,1.0
373,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Played,1.0
374,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Played,1.0
375,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Played,1.0
376,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Played,1.0
377,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Played,1.0
378,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Played,1.0
379,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Played,1.0
380,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Played,1.0
381,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Played,1.0
382,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Played,1.0
383,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Played,1.0
384,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Played,1.0
385,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Played,1.0
386,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Played,1.0
387,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Played,1.0
388,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Played,1.0
389,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Played,1.0
390,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Played,1.0
391,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Played,1.0
392,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Played,1.0
393,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Played,1.0
394,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Played,1.0
395,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Played,1.0
396,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Played,1.0
397,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Played,1.0
398,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Played,1.0
399,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Played,1.0
400,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Played,1.0
